"osm_type","osm_id","name","address","housenumber","street","city","state","postcode","lat","lon","phone","website","county_fips","county_name"
relation,3524781,Kierland Golf Club,"15636 North Clubgate Drive","15636",North Clubgate Drive,Scottsdale,AZ,"85254",33.6254502,-111.9343413,+1-480-922-9283,https://www.kierlandgolf.com/,"04013",Maricopa
relation,3525023,Stardust Golf Course,"12702 Stardust Boulevard","12702",Stardust Boulevard,Sun City West,AZ,"85375",33.6757013,-112.3333803,+1-623-544-6012,http://suncitywestgolf.com/sd.html,"04013",Maricopa
relation,3525028,Los Caballeros Golf Club,"1551 South Vulture Mine Road","1551",South Vulture Mine Road,Wickenburg,AZ,"85390",33.9420031,-112.7796915,+1-928-684-2704,https://loscaballerosgolf.com/,"04013",Maricopa
relation,3525035,Laughlin Ranch Golf Course,"1360 William Hardy Drive","1360",William Hardy Drive,Bullhead City,AZ,"86429",35.1379981,-114.5279136,+1-866-684-4653; +1-928-754-1243,https://laughlinranch.com/,"04015",Mohave
relation,3526798,The Golf Club at Dove Mountain,"6501 Boulder Bridge Pass","6501",Boulder Bridge Pass,Marana,AZ,"85658",32.4723392,-111.107433,+1-520-572-3500,https://thegolfclubatdovemountain.com/,"04019",Pima
relation,3530114,Elephant Rocks Golf Course Williams,"2200 Country Club Drive","2200",Country Club Drive,Williams,AZ,"86046",35.2461594,-112.228786,+1-928-635-4935,https://www.elephant-rocks.com/,"04005",Coconino
relation,3530156,Wigwam Resort,"300 East Wigwam Blvd","300",East Wigwam Blvd,Litchfield Park,AZ,"85340",33.5014889,-112.3582785,+1-623-935-3811,https://wigwamarizona.com/,"04013",Maricopa
relation,3533856,The Views Golf Club,"1555 East Rancho Vistoso Boulevard","1555",East Rancho Vistoso Boulevard,Oro Valley,AZ,"85755-9120",32.4623228,-110.9474226,+1-520-433-9977,https://theviewsgolfclub.com,"04019",Pima
relation,3533863,Tubac Golf Resort & Spa,"1 Avenue de Otero","1",Avenue de Otero,Tubac,AZ,"85646",31.6253981,-111.0441537,+1-520-398-2211; +1-800-848-7893,https://www.tubacgolfresort.com/golf/,"04023",Santa Cruz
relation,3533876,Sunland Village Golf Course,"725 South Rochester","725",South Rochester,Mesa,AZ,"85206",33.400769,-111.7272726,+1-480-832-3691,https://www.sunlandvillagegolfcourse.com,"04013",Maricopa
relation,3534074,Oakcreek Country Club Sedona,"690 Bell Rock Boulevard","690",Bell Rock Boulevard,Sedona,AZ,"86351",34.7841008,-111.7756161,+1-888-284-1660,https://www.oakcreekcc.com/,"04025",Yavapai
relation,3534575,Antelope Hills Golf Course,"1 Perkins Drive","1",Perkins Drive,Prescott,AZ,"86301",34.6415943,-112.4239193,+1-928-776-7888,https://www.antelopehillsgolf.com/,"04025",Yavapai
relation,3534980,Canoa Ranch Golf Club,"5800 South Camino del Sol","5800",South Camino del Sol,Green Valley,AZ,"85614",31.7874549,-111.030542,+1 520-393-1966,https://www.canoaranchgolfclub.com/,"04019",Pima
relation,3535004,Canoa Hills Golf Course,"1401 West Calle Urbano","1401",West Calle Urbano,Green Valley,AZ,"85614",31.81973,-111.0144215,+1-520-648-1880,https://www.canoahillsgolfclub.com/,"04019",Pima
relation,3535021,San Ignacio Golf Club,"4201 South Camino del Sol","4201",South Camino del Sol,Green Valley,AZ,"85614",31.8109972,-111.0205959,+1-520-648-3469; +1-520-648-3468,https://sanignaciogolfclub.com/,"04019",Pima
relation,3535718,Randolph Golf Complex,"","","","",AZ,"",32.2143062,-110.9139435,"","","04019",Pima
relation,3535788,Rancho Del Lago,"14155 Via Rancho Del Lago","14155",Via Rancho Del Lago,Vail,AZ,"",32.0573076,-110.6987253,+1-520-647-1100,https://www.dellagogolf.net/golf.html,"04019",Pima
relation,3536243,Cocopah Bend Golf Course,"","","","",AZ,"",32.7385166,-114.6973713,+1-928-343-1663,https://www.cocopahrv.com/golf.html,"04027",Yuma
relation,3536266,Peoria Pines Golf Course (Country Meadows),"8411 North 107th Avenue","8411",North 107th Avenue,Peoria,AZ,"85345",33.5574651,-112.2893441,+1-623-972-1364,https://www.peoriapines.com/,"04013",Maricopa
relation,3536840,Desert Canyon Golf Course,"10440 North Indian Wells Drive","10440",North Indian Wells Drive,Fountain Hills,AZ,"85268",33.5822723,-111.7147787,+1-480-837-1173,https://desertcanyongolf.com/,"04013",Maricopa
relation,3536863,Fountain of the Sun Golf Course,"500 South 80th Street","500",South 80th Street,Mesa,AZ,"85208",33.4016592,-111.6597405,+1-480-986-3128,https://www.foscc-az.com/,"04013",Maricopa
relation,3538035,Cerbat Cliffs Golf Course (Kingman Municipal),"1001 Gates Avenue","1001",Gates Avenue,Kingman,AZ,"86401",35.2077752,-114.0489756,+1-928-753-6593,http://www.cerbatcliffsgolf.com/,"04015",Mohave
relation,3538078,London Bridge Golf Club,"400 Clubhouse Drive","400",Clubhouse Drive,Lake Havasu City,AZ,"86406",34.4651071,-114.3120873,+1-928-855-2719,http://www.londonbridgegc.com/,"04015",Mohave
relation,9466108,Meadows,"","","","",CO,"",37.2693181,-107.07589,"","","08007",Archuleta
relation,3538121,Emerald Canyon Golf Course,"7351 Riverside Drive","7351",Riverside Drive,Parker,AZ,"85344-8500",34.2238492,-114.1890794,+1-928-667-3366,http://www.emeraldcanyongolf.com/,"04012",La Paz
relation,3538425,Lone Tree Golf Club,"6262 South Mountain Boulevard","6262",South Mountain Boulevard,Chandler,AZ,"85249",33.2125167,-111.7795997,+1-480-219-0831,https://www.lonetreegolf18.com/index.php,"04013",Maricopa
relation,3538461,Mesa Del Sol Golf Club,"12213 Calle de Cid","12213",Calle de Cid,Yuma,AZ,"85367",32.6778184,-114.4290474,+1-928-342-1283,http://www.playmesadelsol.com/,"04027",Yuma
relation,3540481,Omni Tucson National Golf Resort,"2727 West Club Drive","2727",West Club Drive,Tucson,AZ,"85742",32.3568689,-111.0211661,+1-520-297-2271,https://www.tucsonnational.com/,"04019",Pima
relation,3540695,Oro Valley Country Club Golf Course,"300 West Greenock Drive","300",West Greenock Drive,Oro Valley,AZ,"85737",32.3896873,-110.9757302,+1-520-297-1121,https://www.orovalleycountryclub.com/,"04019",Pima
relation,3540718,Palo Duro Creek Golf Course,"2690 North Country Club Drive","2690",North Country Club Drive,Nogales,AZ,"85621",31.3839013,-110.9647099,+1 520-377-2708,https://www.facebook.com/pages/Palo-Duro-Creek-Golf-Course/183494701687950,"04023",Santa Cruz
relation,3540824,Pusch Ridge Golf Course,"10000 North Oracle Road","10000",North Oracle Road,Tucson,AZ,"85704",32.3875107,-110.9573,+1-520-544-5000,https://www.elcongolf.com/pusch-ridge-course/,"04019",Pima
relation,3540831,Rolling Hills Golf Course,"8900 East 29th Street","8900",East 29th Street,Tucson,AZ,"85710",32.1978739,-110.8064373,+1-520-298-2401,http://www.rollinghillstucson.com/,"04019",Pima
relation,3540877,Sedona Golf Resort,"35 Ridge Trail Drive","35",Ridge Trail Drive,Sedona,AZ,"86351",34.7715733,-111.7781128,+1-877-733-6630,https://www.sedonagolfresort.com/,"04025",Yavapai
relation,3540927,Trilogy Golf Club at Vistancia,"12575 West Golf Club Drive","12575",West Golf Club Drive,Peoria,AZ,"85383",33.7395028,-112.3331308,+1-623-328-5100,http://www.trilogygolfclub.com/vistancia/,"04013",Maricopa
relation,3542251,FireRock Country Club,"16000 East FireRock Country Club Drive","16000",East FireRock Country Club Drive,Fountain Hills,AZ,"85268",33.5747495,-111.7382589,+1-480-836-8100,http://www.firerockcc.com/Golf.aspx,"04013",Maricopa
way,1346911937,Brush Creek Golf Course,"","","","",AR,"",36.188304,-94.2008409,"","","05143",Washington
relation,3543940,Gold Canyon RV & Golf Resort,"7151 East US Highway 60","7151",East US Highway 60,Gold Canyon,AZ,"85118",33.35437,-111.4724211,+1-480-288-3775; +1-480-982-5800,https://www.robertsresorts.com/resorts/gold-canyon/,"04021",Pinal
relation,3544191,Hayden Golf Club,"125 Golf Course Road","125",Golf Course Road,Hayden,AZ,"85235",32.9901499,-110.781752,+1-520-356-7801; +1-888-386-6449,"","04007",Gila
relation,3544381,Mesa View Golf Course,"4 Ash Street","4",Ash Street,Bagdad,AZ,"86321",34.576629,-113.1741097,+1 928-633-2818,"","04025",Yavapai
relation,3544865,Arizona City Golf Course,"13939 South Cleator Road","13939",South Cleator Road,Arizona City,AZ,"85123",32.7469019,-111.6628795,+1-520-466-5327,http://www.myazcitygolf.com/,"04021",Pinal
relation,3544973,Arizona Golf Resort,"425 South Power Road","425",South Power Road,Mesa,AZ,"85208",33.4009171,-111.6769169,+1-480-832-3202,https://www.arizonagolfresort.com/,"04013",Maricopa
relation,3544998,Canyon Mesa Country Club,"500 Jacks Canyon Road","500",Jacks Canyon Road,Sedona,AZ,"86351",34.7784338,-111.7522645,+1-928-284-0036; +1-928-284-0595,https://www.canyonmesacountryclub.com/,"04025",Yavapai
relation,3545197,Payson Golf Course,"1504 West Country Club Drive","1504",West Country Club Drive,Payson,AZ,"85541",34.2329603,-111.356285,+1-928-474-2273,http://www.paysongolfcourse.com/,"04007",Gila
relation,3545418,Pinewood Country Club,"395 Pinewood Boulevard","395",Pinewood Boulevard,Munds Park,AZ,"86017",34.9370049,-111.6415515,+1-928-286-1100,https://www.pinewoodcountryclubaz.com/,"04005",Coconino
relation,3545446,Lookout Mountain Golf Club,"11111 North 7th Street","11111",North 7th Street,Phoenix,AZ,"85020",33.6078031,-112.0546084,+1-602-866-6356,https://www.pointegolf.com/,"04013",Maricopa
relation,3545450,Poston Butte Golf Club,"6100 West Merrill Ranch Parkway","6100",West Merrill Ranch Parkway,Florence,AZ,"85232",33.0724592,-111.4675085,+1-520-723-1880,https://www.postonbutte.com/,"04021",Pinal
relation,3545614,Quail Creek Golf Course,"1490 North Quail Range Loop","1490",North Quail Range Loop,Green Valley,AZ,"85614",31.8906982,-110.9391701,+1-888-648-0332; +1-520-648-0332,https://www.robson.com/communities/quail-creek/golf,"04019",Pima
relation,3546899,Quintero Golf Club,"16752 West State Route 74","16752",West State Route 74,Peoria,AZ,"85383",33.8467082,-112.4180324,+1-928-501-1500,https://www.quinterogolf.com/i,"04013",Maricopa
relation,3546974,The Duke at Rancho El Dorado,"42660 Rancho El Dorado Pkwy","42660",Rancho El Dorado Pkwy,Maricopa,AZ,"85138",33.0802827,-112.0254681,+1-480-844-1100,https://www.thedukegolf.com/,"04021",Pinal
relation,3547077,Rancho Mañana Golf Club,"5734 East Rancho Manana Boulevard","5734",East Rancho Manana Boulevard,Cave Creek,AZ,"85331",33.8353365,-111.9602737,+1-480-488-0398,http://www.ranchomanana.com,"04013",Maricopa
relation,3547141,Raven Golf Club - Phoenix,"3636 East Baseline Road","3636",East Baseline Road,Phoenix,AZ,"85042",33.3823245,-112.0041889,+1-602-243-3636,https://www.ravenphx.com/,"04013",Maricopa
relation,3547143,Legacy Golf Resort Phoenix,"6808 South 32nd Street","6808",South 32nd Street,Phoenix,AZ,"85042",33.3829336,-112.0214474,+1-888-732-8305; +1-602-305-5500,http://www.legacygolfresort.com,"04013",Maricopa
relation,3548283,Founder's Course at Verrado Golf Club,"4242 North Golf Drive","4242",North Golf Drive,Buckeye,AZ,"85396",33.491583,-112.5163288,+1-623-388-3000,https://www.verradogolfclub.com/,"04013",Maricopa
relation,3548587,Roadhaven Resort,"1000 South Idaho Road","1000",South Idaho Road,Apache Junction,AZ,"85119",33.4033566,-111.551912,+1-480-982-4811,https://www.roadhaven.com/,"04021",Pinal
relation,3548842,Robson Ranch Arizona Golf Club,"5750 North Robson Boulevard","5750",North Robson Boulevard,Eloy,AZ,"85131",32.8165531,-111.640394,+1-520-426-3333,https://www.robson.com/communities/robson-ranch/golf,"04021",Pinal
relation,3548866,Royal Palms Golf Course,"1415 East McKellips Road","1415",East McKellips Road,Mesa,AZ,"85203",33.4475762,-111.8012216,+1-480-964-1709,https://royalpalmsgolfcourse.com/,"04013",Maricopa
relation,3548873,SaddleBrooke Ranch Golf Club,"62493 East Robson Circle","62493",East Robson Circle,Oracle,AZ,"85623",32.5890786,-110.9209082,+1-520-818-6403,https://www.robson.com/communities/saddlebrooke-ranch/golf,"04021",Pinal
relation,3549258,Snowflake Community Golf Course,"90 North Country Club Drive","90",North Country Club Drive,Snowflake,AZ,"85937",34.5059238,-110.1173601,+1-928-536-7233; +1-800-600-9033,https://snowflakegolfcourse.com/,"04017",Navajo
way,450889652,Diamond Hills Country Club,"20701 Highway 7 North","20701",Highway 7 North,Diamond City,AR,"72630",36.4398124,-92.9178921,+1 870 422 7613,http://www.diamondhillscountryclub.com/,"05009",Boone
relation,3549866,Sun Village Golf Course,"14300 West Bell Road","14300",West Bell Road,Surprise,AZ,"85374",33.6416245,-112.3678336,+1-623-584-5774,https://www.sunvillage.org/sub_category_list.asp?category=14&title=Sun+Village+Golf+Course,"04013",Maricopa
relation,3550800,Wickenburg Country Club,"1420 Country Club Dr","1420",Country Club Dr,Wickenburg,AZ,"85390-3501",33.9760939,-112.7636639,+1-928-684-2011,http://www.wickenburggolf.com/,"04013",Maricopa
relation,3551314,Continental Country Club,"2380 North Oakmont Drive","2380",North Oakmont Drive,Flagstaff,AZ,"86004",35.2037149,-111.5823369,+1-928-527-7997; +1-928-526-5125,https://www.continentalflagstaff.com/,"04005",Coconino
relation,3551341,Dove Valley Ranch Golf Course,"33750 North Dove Lakes Drive","33750",North Dove Lakes Drive,Cave Creek,AZ,"85331",33.7905608,-111.9882509,+1-480-488-0009,https://www.dovevalleyranch.com/,"04013",Maricopa
relation,3551371,Three Parks Fairways,"3841 North Florence Boulevard","3841",North Florence Boulevard,Florence,AZ,"85232",33.0724514,-111.3781503,+1-520-868-0110,"","04021",Pinal
relation,3551673,Gold Canyon Golf Resort,"6100 South Kings Ranch Road","6100",South Kings Ranch Road,Gold Canyon,AZ,"85118",33.3706989,-111.4463498,+1-800-827-5281; +1-480-982-9090,https://www.gcgr.com/,"04021",Pinal
relation,3551709,Greenfield Lakes Golf Course,"2484 East Warner Road","2484",East Warner Road,Gilbert,AZ,"85296",33.3357904,-111.7344696,+1-480-503-0500,https://www.golfgilbert.com/,"04013",Maricopa
relation,3551735,Greer Lakes,"21 North Grist Mill Road","21",North Grist Mill Road,Eagar,AZ,"85925",34.1147452,-109.3088903,+1 928 333 3382,"","04001",Apache
relation,3552031,El Conquistador,"10555 North La Cañada Drive","10555",North La Cañada Drive,Oro Valley,AZ,"85737",32.4003991,-110.9826635,+1-520-544-1900,https://www.elcongolf.com/,"04019",Pima
relation,3552218,Kino Springs Golf Course,"187 Kino Springs Drive","187",Kino Springs Drive,Nogales,AZ,"85621",31.3707693,-110.8547271,+1-800-732-5751; +1-520-287-8701,http://www.kinospringsgc.com/,"04023",Santa Cruz
relation,3553230,Leisure World - Heron Lakes Golf Course,Calle Grande,"",Calle Grande,Mesa,AZ,"85206",33.3989619,-111.6944036,+1-480-634-0761,http://www.leisureworldgolfarizona.com/course/,"04013",Maricopa
relation,3553308,The Links at Coyote Wash,"11902 Williams Street","11902",Williams Street,Wellton,AZ,"85356-6665",32.6522922,-114.1637788,+1-928-785-4875,https://www.glencurtisinc.com/CoyoteWash/GolfCourses/GolfCourses.html,"04027",Yuma
relation,3553338,Mission Royale Golf Club,"11 Mission Royale South","11",Mission Royale South,Casa Grande,AZ,"85194",32.8732637,-111.6790611,+1-520-876-5335,https://www.missionroyalegolfclub.com/,"04021",Pinal
relation,3553750,Palm Valley Golf Club,"2211 North Litchfield Road","2211",North Litchfield Road,Goodyear,AZ,"85395",33.4720174,-112.357086,+1-623-935-2500,https://www.palmvalleygolf.com/,"04013",Maricopa
way,1196068565,The Alotian Club,"101 Alotian Drive","101",Alotian Drive,Roland,AR,"",34.8583028,-92.5767872,"","","05119",Pulaski
relation,3553916,SunRidge Canyon Golf Club,"13100 Sunridge Drive","13100",Sunridge Drive,Fountain Hills,AZ,"85268",33.6131905,-111.7494388,+1-480-837-5100,https://www.sunridgegolf.com/,"04013",Maricopa
relation,3554194,Valle Vista Golf Course,"9686 Concho Drive","9686",Concho Drive,Kingman,AZ,"86401",35.4069715,-113.8614372,+1-928-757-3213,https://vallevistart66az.com/golf/,"04015",Mohave
relation,3554291,Viewpoint Golf Resort,"650 North Hawes Road","650",North Hawes Road,Mesa,AZ,"85207",33.4296553,-111.6500172,+1-480-373-5555,https://www.viewpointgolfresort.com/,"04013",Maricopa
relation,3557077,Aspen Valley Golf Club,"1855 North Continental Drive","1855",North Continental Drive,Flagstaff,AZ,"86004",35.2000389,-111.5887732,+1-928-527-4653,https://www.aspenvalleygolf.com/,"04005",Coconino
relation,3557095,The Golf Club at Chaparral Pines,"504 North Club Drive","504",North Club Drive,Payson,AZ,"85541",34.2593319,-111.2848182,+1-928-474-1222,http://chaparralpinesgolf.com/,"04007",Gila
relation,3557520,Country Club of Green Valley,"77 East Paseo de Golf","77",East Paseo de Golf,Green Valley,AZ,"85614",31.8853498,-110.9815359,+1-520-625-8806,https://www.countryclubofgreenvalley.org/,"04019",Pima
relation,3559255,Torreon Golf Course,"651 Torreon Loop","651",Torreon Loop,Show Low,AZ,"85901",34.2398309,-110.0810561,+1-928-532-4653,https://torreon.com/golf,"04017",Navajo
relation,3559824,Forest Highlands Golf Club,"2425 William Palmer","2425",William Palmer,Flagstaff,AZ,"86005",35.1152056,-111.6952323,+1-928-525-5200,http://www.fhgc.com/recreation/golf/,"04005",Coconino
relation,6154344,Desert Mountain Renegade Golf Course,"10550 North Desert Mountain Parkway","10550",North Desert Mountain Parkway,Scottsdale,AZ,"85262",33.8306558,-111.873203,+1 888 883 1323;+1 480 595 4000,https://desertmountain.com/nicklaus-golf/renegade/,"04013",Maricopa
relation,6155703,Legend Trail Golf Club,"9462 East Legendary Lane","9462",East Legendary Lane,Scottsdale,AZ,"85262",33.7997104,-111.8737752,+1 480 488 7434,https://www.legendtrailgc.com/,"04013",Maricopa
relation,6184281,Mirabel Golf Club,"37100 North Mirabel Club Drive","37100",North Mirabel Club Drive,Scottsdale,AZ,"85262",33.8235193,-111.8545935,+1-480-437-1500,https://www.mirabel.com/,"04013",Maricopa
relation,7446330,Tonto Verde Golf Club (Ranch Course),"18401 East El Circulo Drive","18401",East El Circulo Drive,Rio Verde,AZ,"85263",33.7344297,-111.6707852,+1-480-471-2710,"","04013",Maricopa
relation,7492232,Tonto Verde Golf Club (Peaks Course),"18401 East El Circulo Drive","18401",East El Circulo Drive,Rio Verde,AZ,"85263",33.7346635,-111.6800497,+1-480-471-2710,"","04013",Maricopa
relation,7757804,Iron Wolf Golf & Country Club,"3103 London Bridge Road","3103",London Bridge Road,Lake Havasu City,AZ,"86404",34.5380211,-114.3758301,"",https://ironwolfgcc.com/,"04015",Mohave
relation,8608093,Lake Havasu Golf Course,"","","","",AZ,"",34.4615814,-114.3162594,"","","04015",Mohave
relation,8611121,Lake Havasu Golf Course,"","","","",AZ,"",34.4681546,-114.3095685,"","","04015",Mohave
relation,8669434,Los Lagos Golf Course,"6365 South Entrada Via Verdes","6365",South Entrada Via Verdes,Fort Mohave,AZ,"86426",34.9724123,-114.5714593,+1-928-768-7778,https://loslagoslinks.com/,"04015",Mohave
relation,10577214,Valley Golf Center,"","","","",AZ,"",33.4915942,-112.3225524,"","","04013",Maricopa
relation,11488570,Orange Tree Golf Resort,"10601 North 56th St.","10601",North 56th St.,Scottsdale,AZ,"85254",33.5896503,-111.9565341,+1-480-948-3730,https://orangetreegolfcourse.com/,"04013",Maricopa
relation,12317450,Dell Urich Course,"600 South Alvernon Way","600",South Alvernon Way,Tucson,AZ,"85711",32.210699,-110.9138785,+1-520-791-4161,https://www.tucsoncitygolf.com/dell-urich-golf-course.html,"04019",Pima
relation,12317451,Randolph (North) Course,"600 South Alvernon Way","600",South Alvernon Way,Tucson,AZ,"85711",32.2175058,-110.9139464,+1-520-791-4161,https://www.tucsoncitygolf.com/randolph-north-golf-course.html,"04019",Pima
relation,12736703,Cañada Course,"","","","",AZ,"",32.3985011,-110.9936091,"","","04019",Pima
relation,14061123,Ventana Canyon Golf Course,"","","","",AZ,"",32.3203714,-110.8426438,"","","04019",Pima
relation,14083323,El Rio Golf Course,West Speedway Boulevard,"",West Speedway Boulevard,Tucson,AZ,"85745",32.2390316,-110.9979542,+1-520-791-4229,https://www.tucsoncitygolf.com/el-rio-golf-course.html,"04019",Pima
relation,14277063,Big Wick,"","","","",AZ,"",34.0313523,-112.8022445,"","","04025",Yavapai
relation,16264697,Verrado Golf Club- The Victory Course 4242 North Golf Club Drive Buckeye AZ 85396,"4242 North Golf Club Drive","4242",North Golf Club Drive,Buckeye,AZ,"85396",33.5161632,-112.50479,"","","04013",Maricopa
relation,16454569,Tuscany Falls Golf Club,"","","","",AZ,"",33.4859262,-112.4148131,"","","04013",Maricopa
relation,17359658,Grayhawk Golf Club - Raptor Course,"6820 East Thompson Peak Parkway","6820",East Thompson Peak Parkway,Scottsdale,AZ,"85255",33.6794488,-111.9018344,+1-480-502-1800,https://grayhawkgolf.com/,"04013",Maricopa
relation,18917002,Kokopelli Golf Club,"1800 West Guadalupe Road","1800",West Guadalupe Road,Gilbert,AZ,"85233",33.3666019,-111.8288582,+1-480-926-3589,https://www.kokopelligc.com/,"04013",Maricopa
relation,19571247,Silverleaf Country Club,"","","","",AZ,"",33.6655428,-111.855274,"","","04013",Maricopa
relation,20304688,Sterling Grove Golf Course,"11440 North Greenwich Boulevard","11440",North Greenwich Boulevard,Surprise,AZ,"85388",33.588013,-112.439306,"",https://www.sterlinggroveclub.com/,"04013",Maricopa
relation,20393107,Eagle Mountain Golf Club,"","","","",AZ,"",33.5736634,-111.7607718,"",https://www.eaglemtn.com/,"04013",Maricopa
node,5420318132,Disc Golf Course,"","","","",AR,"",33.5915736,-91.8169271,"","","05043",Drew
node,6313677105,Texarkana Country Club,"","","","",AR,"",33.4061651,-94.0179288,"","","05091",Miller
node,6397391316,Granada Golf Course,"","","","",AR,"",34.6497406,-92.8613987,"","","05125",Saline
way,53105107,England Country Club,"","","","",AR,"",34.5400343,-92.0152166,"","","05085",Lonoke
way,70658664,Conway Country Club,"555 Country Club Road","555",Country Club Road,Conway,AR,"72034",35.0888271,-92.4848174,+1 501-513-3444,http://www.conwaycountryclub.com/,"05045",Faulkner
way,77018704,Rebsamen Golf Course,"3400 Rebsamen Park Road","3400",Rebsamen Park Road,Little Rock,AR,"72202",34.7806003,-92.3197144,+15016667965,https://www.rebsamengolf.com/,"05119",Pulaski
way,115439242,Fayetteville Country Club,"","","","",AR,"",36.0261407,-94.1592514,"","","05143",Washington
way,143314431,Hardscrabble Country Club,"","","","",AR,"",35.3529184,-94.3795554,"","","05131",Sebastian
way,223993859,The Links at Rainbow Curve Golf and Country Club,"","","","",AR,"",36.3406586,-94.2336156,"","","05007",Benton
way,241268576,Thunder Bayou Golf Links,"1229 Perimeter Rd.","1229",Perimeter Rd.,Blytheville,AR,"72315",35.9574835,-89.9239454,"","","05093",Mississippi
way,250816543,Hot Springs Country Club,"101 Country Club Drive","101",Country Club Drive,Hot Springs,AR,"71901",34.4790659,-93.0347715,+1 501 623 4981,https://www.hotspringscc.com/,"05051",Garland
way,251436708,Kingswood Berksdale Golf Course,"4 Kingsdale Lane","4",Kingsdale Lane,Bella Vista,AR,"72714",36.4598913,-94.2432591,+1-479-855-8123,https://bellavistapoa.com/golf/berksdale.asp,"05007",Benton
way,251437095,The Greens on Blossom Way,"","","","",AR,"",36.2929379,-94.1675291,"","","05007",Benton
way,261997670,West Helena Municipal Golf Course,"","","","",AR,"",34.5785229,-90.6672723,"","","05107",Phillips
way,296932128,DeSoto Golf Course,"102 Clubhouse Drive","102",Clubhouse Drive,Hot Springs Village,AR,"71909",34.6674388,-93.0449845,+1 501-922-0001,http://hsvpoa.org/golf/courses/desoto-golf-course/,"05051",Garland
way,296932131,Gurdon Golf Course,"","","","",AR,"",33.8734367,-93.1456053,"","","05019",Clark
way,296932134,Lions Club Golf Course,"","","","",AR,"",34.5678113,-94.2518707,"","","05113",Polk
way,296932138,New Haven Golf Club,"2321 Line Ferry Road","2321",Line Ferry Road,Texarkana,AR,"71854",33.3958112,-94.0334426,+1 870-774-5771,http://www.newhavengc.com/,"05091",Miller
way,296932145,Paradise Valley Golf and Athletic Club,"3728 North Old Missouri Road","3728",North Old Missouri Road,Fayetteville,AR,"72703",36.1166757,-94.1248789,+1-479-521-5841,http://www.paradisegolfac.com/,"05143",Washington
way,296932148,Siloam Springs Country Club,"801 North Country Club Road","801",North Country Club Road,Siloam Springs,AR,"72761",36.1934702,-94.5203972,"","","05007",Benton
way,296932153,Texarkana Country Club,"1 Country Club Lane","1",Country Club Lane,Texarkana,AR,"71854",33.4026787,-94.0194715,+1 870-772-8221,https://www.texarkanacc.com/,"05091",Miller
way,296944931,Batesville Municipal Golf Course,"1850 Chaney Drive","1850",Chaney Drive,Batesville,AR,"",35.7561006,-91.6316777,"",https://www.cityofbatesville.com/departmentsparks_recreation.php,"05063",Independence
way,296944934,The Course at Eagle Mountain,"800 Gap Road","800",Gap Road,Batesville,AR,"72501",35.7443455,-91.5848599,+1 870-612-8000,http://www.thecourseateaglemountain.com/,"05063",Independence
way,296944935,The First Tee of Central Arkansas,"1 First Tee Way","1",First Tee Way,Little Rock,AR,"72204",34.7108237,-92.352951,+1-501-379-8727,https://www.firstteegolfcourselr.com/,"05119",Pulaski
way,296944937,Thunderbird Golf Course,"","","","",AR,"",35.5252919,-92.0366776,"","","05023",Cleburne
way,296945603,Pine Valley Golf Course,"","","","",AR,"",34.9107855,-92.2094077,"","","05119",Pulaski
way,318162400,Burns Park Golf Course,"","","","",AR,"",34.791724,-92.3062278,+1 501-758-5800,"","05119",Pulaski
way,318162401,The Country Club of Little Rock,"4200 Country Club Boulevard","4200",Country Club Boulevard,Little Rock,AR,"72207",34.7748869,-92.3214819,+1 501-664-1531,https://www.cclr1902.org/,"05119",Pulaski
way,323162232,The Course at River Oaks,"1 Golf Course Drive","1",Golf Course Drive,Searcy,AR,"72143",35.2624432,-91.6989188,+1 501-279-4653,https://www.thecourseatriveroaks.com/,"05145",White
way,323166187,Bald Knob Country Club,"","","","",AR,"",35.3153102,-91.5888642,"","","05145",White
way,342773720,El Dorado Golf & Country Club,"101 Shady Side Street","101",Shady Side Street,El Dorado,AR,"71730",33.2401776,-92.6612423,+1 870-862-5516,https://eldocountryclub.com/,"05139",Union
way,342773722,Mystic Creek Golf Club,"191 Club House Drive","191",Club House Drive,El Dorado,AR,"71730",33.2255667,-92.7399291,+1 870-312-0723,https://mysticcreekgolf.com/,"05139",Union
way,348066933,Jonesboro Country Club,"1408 East Nettleton Avenue","1408",East Nettleton Avenue,Jonesboro,AR,"72401",35.8320898,-90.6860537,+1 870-932-2371,https://www.jcclub.com/,"05031",Craighead
way,364211701,Holiday Island Executive Course,"","","","",AR,"",36.4904515,-93.7699334,+1 479 253 9511,"","05015",Carroll
way,416414177,Delta Country Club and Golf Course,"","","","",AR,"",33.6032972,-91.3507387,"","","05041",Desha
way,450356127,Morrilton Country Club,"1000 Country Club Road","1000",Country Club Road,Morrilton,AR,"72110",35.1636521,-92.771973,+1-501-354-0324,http://morriltoncountryclub.com/,"05029",Conway
way,450685998,Camden Country Club,"1915 West Washington","1915",West Washington,Camden,AR,"",33.582674,-92.8738441,"","","05103",Ouachita
way,450850874,Lake Village Country Club,"","","","",AR,"",33.3602141,-91.2701134,"","","05017",Chicot
way,451615906,Stuttgart Country Club,"2103 East 22nd Street","2103",East 22nd Street,Stuttgart,AR,"72160",34.4825999,-91.5275006,+1 870 673 8421,https://stuttgartcountryclub.com/,"05001",Arkansas
way,451871145,The Greens at North Hills,"7400 Highway 107","7400",Highway 107,Sherwood,AR,"72120",34.8221226,-92.228757,+1 501 833 3790,https://www.thegreensatnorthhills.net/,"05119",Pulaski
